place_id,name,address,lat,lon,area,location_type,themes,seasonality,child_engagement_score,view_quality_score,rating,review_count,tags,description,city,type
36,Храм святого Георгия Победоносца,"Анапское шоссе, 53, Новороссийск, Краснодарский край, 353912",44.737258,37.740414,окрестности,культурная_точка,архитектура;культура;тишина;локальная_история,круглый_год,0.25,0.45,5.0,13,храм;архитектура;культура;тишина,Храм святого Георгия Победоносца интересен архитектурой и спокойной атмосферой,Новороссийск,locations
37,Свято-Успенский собор,"Улица Видова, 26, Новороссийск, Краснодарский край",44.720871,37.764711,центр,культурная_точка,архитектура;культура;тишина;локальная_история,круглый_год,0.25,0.45,4.8,58,храм;архитектура;культура;тишина,Свято-Успенский собор интересен архитектурой и спокойной атмосферой,Новороссийск,locations
38,Храм Святых Петра и Февронии,"Набережная им. Адмирала Серебрякова, 53Б, Новороссийск, Краснодарский край, 353910",44.701465,37.788488,побережье,культурная_точка,архитектура;культура;тишина;локальная_история,круглый_год,0.25,0.45,4.6,97,храм;архитектура;культура;тишина,Храм Святых Петра и Февронии интересен архитектурой и спокойной атмосферой,Новороссийск,locations
39,Кемпинг Страна Oz,"Пограничная улица, 74, с. Южная Озереевка, Новороссийск городской округ, Краснодарский край",44.670898,37.634759,побережье,эко-локация,природа;тишина;отдых;эко,весна_осень,0.7,0.75,4.5,30,эко;природа;отдых;тишина,Кемпинг Страна Oz подходит для отдыха на природе и короткой перезагрузки,Южная Озереевка,locations
40,Автокемпинг на Круглом озере,"Улица Доктора Каминского, 7, с. Абрау-Дюрсо, Новороссийск городской округ, Краснодарский край",44.67771,37.596176,винный_кластер,эко-локация,природа;тишина;отдых;эко,круглый_год,0.7,0.75,4.7,45,эко;природа;отдых;тишина,Автокемпинг на Круглом озере подходит для отдыха на природе и короткой перезагрузки,Абрау-Дюрсо,locations
41,Abrau Glamping,"Улица Чехова, 1а, с. Абрау-Дюрсо, Новороссийск городской округ, Краснодарский край",44.71167,37.593236,винный_кластер,эко-локация,природа;тишина;отдых;эко,весна_осень,0.7,0.75,3.8,22,эко;природа;отдых;тишина,Abrau Glamping подходит для отдыха на природе и короткой перезагрузки,Абрау-Дюрсо,locations
42,Эколоджия,"Улица Алексея Чурилина, 87, с. Абрау-Дюрсо, Новороссийск городской округ, Краснодарский край",44.67686,37.591513,винный_кластер,эко-локация,природа;тишина;отдых;эко,весна_осень,0.7,0.75,3.8,9,эко;природа;отдых;тишина,Эколоджия подходит для отдыха на природе и короткой перезагрузки,Абрау-Дюрсо,locations
43,Садко,"Улица Курортная набережная, 3, с. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.653818,37.701366,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.6,57,отдых;оздоровление;семья;природа,Садко подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
44,Атмосфера,"Улица им. Александра Тихомирова, 22, с. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.664596,37.686896,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.8,140,отдых;оздоровление;семья;природа,Атмосфера подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
45,Озеро леса,"База отдыха Озера леса территория, 1, Новороссийск, Краснодарский край",44.771615,37.68916,окрестности,эко-локация,природа;тишина;отдых;эко,круглый_год,0.7,0.75,4.8,35,эко;природа;отдых;тишина,Озеро леса подходит для отдыха на природе и короткой перезагрузки,Новороссийск,locations
46,Океан,"Заречная улица, 17а, с. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.666243,37.685662,побережье,эко-локация,природа;тишина;отдых;эко,весна_осень,0.7,0.75,4.7,26,эко;природа;отдых;тишина,Океан подходит для отдыха на природе и короткой перезагрузки,Широкая Балка,locations
47,Голубой факел,"Улица Курортная набережная, Голубой факел, с. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.65459,37.697382,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.2,36,отдых;оздоровление;семья;природа,Голубой факел подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
48,Прибой,"Улица Курортная набережная, Прибой, с. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.664914,37.679053,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.0,45,отдых;оздоровление;семья;природа,Прибой подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
49,Круглое озеро усадьба,"Улица Доктора Каминского, 7, с. Абрау-Дюрсо, Новороссийск городской округ, Краснодарский край",44.67782,37.596213,винный_кластер,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.6,422,отдых;оздоровление;семья;природа,Круглое озеро усадьба подходит для размеренного отдыха и короткого выезда,Абрау-Дюрсо,locations
50,Черномор,"Улица Курортная набережная, Черномор, с. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.655357,37.696678,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.3,113,отдых;оздоровление;семья;природа,Черномор подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
51,Диана,"Улица Курортная набережная, Диана, с. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.665106,37.683865,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,3.9,17,отдых;оздоровление;семья;природа,Диана подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
52,Чайка,"Улица Курортная набережная, Чайка, с. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.656551,37.695124,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.4,105,отдых;оздоровление;семья;природа,Чайка подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
53,Лес Абрау,"Дальняя улица, 9, с. Абрау-Дюрсо, Новороссийск городской округ, Краснодарский край",44.699909,37.609187,винный_кластер,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.8,38,отдых;оздоровление;семья;природа,Лес Абрау подходит для размеренного отдыха и короткого выезда,Абрау-Дюрсо,locations
54,Фрегат,"Встречная улица, 21а, с. Мысхако, Новороссийск городской округ, Краснодарский край",44.655694,37.760245,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.8,105,отдых;оздоровление;семья;природа,Фрегат подходит для размеренного отдыха и короткого выезда,Новороссийск,locations
55,Абрау хутор,"Улица Горького, 2а, с. Абрау-Дюрсо, Новороссийск городской округ, Краснодарский край",44.7142,37.587893,винный_кластер,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.8,234,отдых;оздоровление;семья;природа,Абрау хутор подходит для размеренного отдыха и короткого выезда,Абрау-Дюрсо,locations
56,Меркурий,"Улица Курортная набережная, Меркурий, с. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.666376,37.681971,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,2.3,4,отдых;оздоровление;семья;природа,Меркурий подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
57,Лесная поляна,"С. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.656267,37.701648,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.2,5,отдых;оздоровление;семья;природа,Лесная поляна подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
58,Тополёк,"С. Широкая Балка, Новороссийск городской округ, Краснодарский край",44.657059,37.6939,побережье,оздоровительный_объект,отдых;море;перезагрузка;семья,круглый_год,0.65,0.7,4.2,3,отдых;оздоровление;семья;природа,Тополёк подходит для размеренного отдыха и короткого выезда,Широкая Балка,locations
59,Кемпинг Мысхако Фрегат двор,"Береговой формат, с. Мысхако, Новороссийск городской округ, Краснодарский край",44.657362,37.758649,побережье,эко-локация,природа;тишина;отдых;эко,весна_осень,0.7,0.75,4.5,2,эко;природа;отдых;тишина,Кемпинг Мысхако Фрегат двор подходит для отдыха на природе и короткой перезагрузки,Новороссийск,locations
60,Семь ветров,"Новороссийск городской округ, Краснодарский край",44.725353,37.866981,окрестности,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.95,2.9,4,смотровая;виды;панорама;фото,Семь ветров дает хороший обзор побережья и городской панорамы,Новороссийск,locations
61,Смотровая площадка Приморский район,"Приморский район, Новороссийск, Краснодарский край",44.71668,37.75021,окрестности,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.9,2.7,3,смотровая;виды;панорама;фото,Смотровая площадка Приморский район дает хороший обзор побережья и городской панорамы,Новороссийск,locations
62,Обзорная площадка Дом йога,"Новороссийский район, Новороссийск, Краснодарский край",44.67022,37.60921,окрестности,смотровая_площадка,виды;тишина;панорама;фото,по_погоде,0.2,0.9,4.9,28,смотровая;виды;панорама;фото,Обзорная площадка Дом йога дает хороший обзор побережья и городской панорамы,Новороссийск,locations
63,Смотровая площадка Мысхако Верхняя,"Мысхако, Новороссийский район, Новороссийск, Краснодарский край",44.653416,37.752284,побережье,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.95,4.8,4,смотровая;виды;панорама;фото,Смотровая площадка Мысхако Верхняя дает хороший обзор побережья и городской панорамы,Новороссийск,locations
64,Смотровая площадка Южный район,"Южный район, Новороссийск, Краснодарский край",44.660524,37.777374,побережье,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.9,5.0,7,смотровая;виды;панорама;фото,Смотровая площадка Южный район дает хороший обзор побережья и городской панорамы,Новороссийск,locations
65,Смотровая площадка Южный берег,"Южный район, Новороссийск, Краснодарский край",44.686097,37.799779,побережье,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.9,5.0,1,смотровая;виды;панорама;фото,Смотровая площадка Южный берег дает хороший обзор побережья и городской панорамы,Новороссийск,locations
66,Смотровая площадка Шесхарис,"Шесхарис м-н, Восточный район, Новороссийск, Краснодарский край",44.715837,37.840762,окрестности,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.9,4.6,1,смотровая;виды;панорама;фото,Смотровая площадка Шесхарис дает хороший обзор побережья и городской панорамы,Новороссийск,locations
67,Смотровая площадка Восточный район,"Восточный район, Новороссийск, Краснодарский край",44.701292,37.855861,окрестности,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.9,4.7,7,смотровая;виды;панорама;фото,Смотровая площадка Восточный район дает хороший обзор побережья и городской панорамы,Новороссийск,locations
68,Смотровая площадка Мысхако Нижняя,"Мысхако, Новороссийский район, Новороссийск, Краснодарский край",44.653172,37.750048,побережье,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.95,1.0,3,смотровая;виды;панорама;фото,Смотровая площадка Мысхако Нижняя дает хороший обзор побережья и городской панорамы,Новороссийск,locations
69,Смотровая площадка Южный район панорама,"Южный район, Новороссийск, Краснодарский край",44.684846,37.801027,побережье,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.95,5.0,1,смотровая;виды;панорама;фото,Смотровая площадка Южный район панорама дает хороший обзор побережья и городской панорамы,Новороссийск,locations
70,Памятник матросу-десантнику,"Центральный район, Новороссийск, Краснодарский край",44.701213,37.783511,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,5.0,11,памятник;история;город;прогулка,Памятник матросу-десантнику является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
71,Мемориальный комплекс Долина смерти,"Новороссийск, Краснодарский край",44.657166,37.754258,окрестности,культурная_точка,история;военная_память;маршрут;город,круглый_год,0.15,0.35,4.6,11,история;память;мемориал;маршрут,Мемориальный комплекс Долина смерти является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
72,Памятник Огонь Вечной славы,"Центральный район, Новороссийск, Краснодарский край",44.720023,37.776137,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,4,памятник;история;город;прогулка,Памятник Огонь Вечной славы является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
73,Мемориальный комплекс Источник жизни в долине смерти,"Новороссийский район, Новороссийск, Краснодарский край",44.678465,37.735673,окрестности,культурная_точка,история;военная_память;маршрут;город,круглый_год,0.15,0.35,4.8,4,история;память;мемориал;маршрут,Мемориальный комплекс Источник жизни в долине смерти является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
74,Памятник Торпедный Катер,"Центральный район, Новороссийск, Краснодарский край",44.717727,37.783947,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.7,5.0,5,памятник;история;город;прогулка,Памятник Торпедный Катер является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
75,Памятник неизвестному матросу,"Центральный район, Новороссийск, Краснодарский край",44.715408,37.785005,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,4.7,5,памятник;история;город;прогулка,Памятник неизвестному матросу является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
76,Памятник хамсе,"Южный район, Новороссийск, Краснодарский край",44.694049,37.791549,побережье,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.65,4.8,7,памятник;история;город;прогулка,Памятник хамсе является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
77,Памятник погибшим рыбакам,"Центральный район, Новороссийск, Краснодарский край",44.709186,37.788597,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,5.0,4,памятник;история;город;прогулка,Памятник погибшим рыбакам является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
78,Памятник Геше Козодоеву,"Южный район, Новороссийск, Краснодарский край",44.68576,37.800627,побережье,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.65,4.4,12,памятник;история;город;прогулка,Памятник Геше Козодоеву является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
79,Памятник Исход,"Центральный район, Новороссийск, Краснодарский край",44.706806,37.789249,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,3.5,3,памятник;история;город;прогулка,Памятник Исход является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
80,Командный пункт новороссийской военно-морской базы 1942-1943 года,"Восточный район, Новороссийск, Краснодарский край",44.700448,37.857043,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.7,2,памятник;история;город;прогулка,Командный пункт новороссийской военно-морской базы 1942-1943 года является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
81,Мемориал Малая Земля,"Южный район, Новороссийск, Краснодарский край",44.686777,37.795377,побережье,культурная_точка,история;военная_память;маршрут;город,круглый_год,0.15,0.6,4.5,2,история;память;мемориал;маршрут,Мемориал Малая Земля является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
82,Памятник рабочим завода Красный двигатель,"Восточный район, Новороссийск, Краснодарский край",44.738832,37.793102,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.6,1,памятник;история;город;прогулка,Памятник рабочим завода Красный двигатель является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
83,Наблюдательный пункт ПВО,"Южный район, Новороссийск, Краснодарский край",44.686153,37.797252,побережье,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,4.6,2,памятник;история;город;прогулка,Наблюдательный пункт ПВО является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
84,Памятник Непокорённым,"Приморский район, Новороссийск, Краснодарский край",44.77491,37.689974,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Памятник Непокорённым является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
85,Памятник основателям Новороссийска,"Центральный район, Новороссийск, Краснодарский край",44.718601,37.783343,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Памятник основателям Новороссийска является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
86,Скульптура Девушка на дельфине,"Центральный район, Новороссийск, Краснодарский край",44.717135,37.78511,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.65,4.5,2,памятник;история;город;прогулка,Скульптура Девушка на дельфине является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
87,Памятник А.С. Пушкину,"Центральный район, Новороссийск, Краснодарский край",44.719164,37.774702,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Памятник А.С. Пушкину является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
88,Стела Новороссийская Республика,"Центральный район, Новороссийск, Краснодарский край",44.717777,37.776567,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,5,памятник;история;город;прогулка,Стела Новороссийская Республика является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
89,Памятник Коминтерн,"Восточный район, Новороссийск, Краснодарский край",44.733442,37.784647,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,1.4,2,памятник;история;город;прогулка,Памятник Коминтерн является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
